,Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,canceled_rate,total_stay,IsCanceled
1014,1014,Resort Hotel,0,112,2015,August,33,10,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,258.0,0.0,0,Transient,129.0,0,0,Check-Out,2015-08-15,0.47719612611459533,5,0
1016,1016,Resort Hotel,0,35,2015,August,33,10,1,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0.0,0,Transient,147.07,0,1,Check-Out,2015-08-16,0.22017879180086086,6,0
1079,1079,Resort Hotel,0,23,2015,August,33,13,0,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,168.8,0,0,Check-Out,2015-08-16,0.47719612611459533,3,0
1083,1083,Resort Hotel,0,135,2015,August,33,13,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,196.0,0,1,Check-Out,2015-08-17,0.22017879180086086,4,0
1087,1087,Resort Hotel,0,87,2015,August,33,13,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,154.0,0,2,Check-Out,2015-08-18,0.2209284392350401,5,0
1099,1099,Resort Hotel,0,38,2015,August,33,14,0,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,242.0,0.0,0,Transient,266.4,0,2,Check-Out,2015-08-16,0.2209284392350401,2,0
1100,1100,Resort Hotel,0,21,2015,August,33,14,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,236.0,0,1,Check-Out,2015-08-16,0.22017879180086086,2,0
1103,1103,Resort Hotel,0,38,2015,August,33,14,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,242.0,0.0,0,Transient,223.0,0,1,Check-Out,2015-08-16,0.22017879180086086,2,0
1110,1110,Resort Hotel,0,6,2015,August,33,14,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,195.8,1,1,Check-Out,2015-08-19,0.22017879180086086,5,0
1125,1125,Resort Hotel,0,72,2015,August,33,15,2,3,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0.0,0,Transient,131.2,0,1,Check-Out,2015-08-20,0.22017879180086086,5,0
1131,1131,Resort Hotel,0,93,2015,August,33,15,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0.0,0,Transient,107.0,0,0,Check-Out,2015-08-21,0.47719612611459533,6,0
1216,1216,Resort Hotel,0,1,2015,August,34,19,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,3,No Deposit,240.0,0.0,0,Transient,153.0,0,2,Check-Out,2015-08-20,0.2209284392350401,1,0
1217,1217,Resort Hotel,0,91,2015,August,34,19,0,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,166.0,0,0,Check-Out,2015-08-23,0.47719612611459533,4,0
1221,1221,Resort Hotel,0,61,2015,August,34,19,1,4,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,220.4,0,2,Check-Out,2015-08-24,0.2209284392350401,5,0
1242,1242,Resort Hotel,0,16,2015,August,34,21,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,163.35,0,1,Check-Out,2015-08-23,0.22017879180086086,2,0
1243,1243,Resort Hotel,0,24,2015,August,34,21,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,171.9,0,2,Check-Out,2015-08-23,0.2209284392350401,2,0
1244,1244,Resort Hotel,0,24,2015,August,34,21,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,171.9,0,2,Check-Out,2015-08-23,0.2209284392350401,2,0
1253,1253,Resort Hotel,0,51,2015,August,34,21,2,4,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,183.0,0,1,Check-Out,2015-08-27,0.22017879180086086,6,0
1257,1257,Resort Hotel,0,51,2015,August,34,21,2,4,3,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,248.0,0,1,Check-Out,2015-08-27,0.22017879180086086,6,0
1260,1260,Resort Hotel,0,35,2015,August,34,21,2,5,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,260.71,1,1,Check-Out,2015-08-28,0.22017879180086086,7,0
1261,1261,Resort Hotel,0,37,2015,August,34,21,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,222.0,0,0,Check-Out,2015-08-28,0.47719612611459533,7,0
1275,1275,Resort Hotel,0,36,2015,August,34,22,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,161.26,0,0,Check-Out,2015-08-29,0.47719612611459533,7,0
1295,1295,Resort Hotel,0,92,2015,August,35,23,2,1,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,149.4,0,1,Check-Out,2015-08-26,0.22017879180086086,3,0
1296,1296,Resort Hotel,0,6,2015,August,35,23,2,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,201.0,0,0,Check-Out,2015-08-27,0.47719612611459533,4,0
1301,1301,Resort Hotel,0,62,2015,August,35,23,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,134.0,0,0,Check-Out,2015-08-28,0.47719612611459533,5,0
1323,1323,Resort Hotel,0,84,2015,August,35,24,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,132.6,1,1,Check-Out,2015-08-26,0.22017879180086086,2,0
1355,1355,Resort Hotel,0,0,2015,August,35,26,0,1,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,193.0,1,0,Check-Out,2015-08-27,0.47719612611459533,1,0
1374,1374,Resort Hotel,0,49,2015,August,35,27,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0.0,0,Transient,107.0,0,0,Check-Out,2015-08-31,0.47719612611459533,4,0
1378,1378,Resort Hotel,0,43,2015,August,35,27,2,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,156.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-09-02,0.47719612611459533,6,0
1387,1387,Resort Hotel,0,30,2015,August,35,28,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,115.0,0,3,Check-Out,2015-08-29,0.17861433720464556,1,0
1397,1397,Resort Hotel,0,23,2015,August,35,28,0,2,2,0.0,0,FB,ESP,Direct,Direct,0,0,0,1,No Deposit,250.0,0.0,0,Transient,179.0,0,1,Check-Out,2015-08-30,0.22017879180086086,2,0
1421,1421,Resort Hotel,0,28,2015,August,35,28,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,166.14,0,0,Check-Out,2015-09-04,0.47719612611459533,7,0
1429,1429,Resort Hotel,0,0,2015,August,35,29,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,134.0,0,1,Check-Out,2015-08-31,0.22017879180086086,2,0
1468,1468,Resort Hotel,0,41,2015,August,36,31,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,120.33,0,1,Check-Out,2015-09-03,0.22017879180086086,3,0
1474,1474,Resort Hotel,0,6,2015,August,36,31,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,120.33,0,1,Check-Out,2015-09-03,0.22017879180086086,3,0
1475,1475,Resort Hotel,0,28,2015,August,36,31,1,2,2,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,98.0,0,2,Check-Out,2015-09-03,0.2209284392350401,3,0
1488,1488,Resort Hotel,0,48,2015,September,36,1,0,3,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,134.67,0,1,Check-Out,2015-09-04,0.22017879180086086,3,0
1504,1504,Resort Hotel,0,27,2015,September,36,1,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,101.03,0,0,Check-Out,2015-09-08,0.47719612611459533,7,0
1511,1511,Resort Hotel,0,27,2015,September,36,1,2,6,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,0.0,0,Transient-Party,186.0,0,1,Check-Out,2015-09-09,0.22017879180086086,8,0
1512,1512,Resort Hotel,0,27,2015,September,36,1,2,6,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,240.0,0.0,0,Transient-Party,114.19,0,1,Check-Out,2015-09-09,0.22017879180086086,8,0
1528,1528,Resort Hotel,0,1,2015,September,36,3,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,131.4,0,0,Check-Out,2015-09-05,0.47719612611459533,2,0
1532,1532,Resort Hotel,0,57,2015,September,36,3,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,171.0,0.0,0,Transient,65.5,1,0,Check-Out,2015-09-04,0.47719612611459533,1,0
1542,1542,Resort Hotel,0,29,2015,September,36,3,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Contract,79.5,0,0,Check-Out,2015-09-07,0.47719612611459533,4,0
1547,1547,Resort Hotel,0,92,2015,September,36,3,2,7,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,123.0,1,0,Check-Out,2015-09-12,0.47719612611459533,9,0
1552,1552,Resort Hotel,0,163,2015,September,36,3,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,91.46,0,1,Check-Out,2015-09-10,0.22017879180086086,7,0
1558,1558,Resort Hotel,0,0,2015,September,36,4,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,131.0,0,0,Check-Out,2015-09-05,0.47719612611459533,1,0
1560,1560,Resort Hotel,0,88,2015,September,36,4,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,167.0,1,0,Check-Out,2015-09-06,0.47719612611459533,2,0
1562,1562,Resort Hotel,0,0,2015,September,36,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,0.0,0.0,0,Transient,172.0,0,1,Check-Out,2015-09-06,0.22017879180086086,2,0
1569,1569,Resort Hotel,0,3,2015,September,36,4,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,135.0,1,2,Check-Out,2015-09-07,0.2209284392350401,3,0
1573,1573,Resort Hotel,0,63,2015,September,36,4,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,168.0,1,1,Check-Out,2015-09-09,0.22017879180086086,5,0
1577,1577,Resort Hotel,0,51,2015,September,36,4,3,7,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,104.8,1,0,Check-Out,2015-09-14,0.47719612611459533,10,0
1598,1598,Resort Hotel,0,52,2015,September,36,5,2,5,2,0.0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,149.0,0.0,0,Transient,111.5,1,0,Check-Out,2015-09-12,0.47719612611459533,7,0
1613,1613,Resort Hotel,0,25,2015,September,37,6,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,114.5,0,1,Check-Out,2015-09-10,0.22017879180086086,4,0
1620,1620,Resort Hotel,0,110,2015,September,37,6,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,98.0,1,0,Check-Out,2015-09-11,0.47719612611459533,5,0
1622,1622,Resort Hotel,0,61,2015,September,37,6,2,4,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,128.0,0,0,Check-Out,2015-09-12,0.47719612611459533,6,0
1626,1626,Resort Hotel,0,61,2015,September,37,6,2,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,161.0,0,3,Check-Out,2015-09-12,0.17861433720464556,6,0
1644,1644,Resort Hotel,0,90,2015,September,37,7,1,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,175.0,0.0,0,Transient,77.6,0,0,Check-Out,2015-09-11,0.47719612611459533,4,0
1674,1674,Resort Hotel,0,0,2015,September,37,9,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,146.0,1,0,Check-Out,2015-09-10,0.47719612611459533,1,0
1679,1679,Resort Hotel,0,48,2015,September,37,9,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,131.0,0,2,Check-Out,2015-09-11,0.2209284392350401,2,0
1725,1725,Resort Hotel,0,0,2015,September,37,11,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Transient,104.8,0,0,Check-Out,2015-09-12,0.47719612611459533,1,0
1729,1729,Resort Hotel,0,1,2015,September,37,11,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,138.5,0,0,Check-Out,2015-09-13,0.47719612611459533,2,0
1743,1743,Resort Hotel,0,9,2015,September,37,12,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,141.5,1,2,Check-Out,2015-09-16,0.2209284392350401,4,0
1762,1762,Resort Hotel,0,12,2015,September,38,13,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,122.75,1,1,Check-Out,2015-09-17,0.22017879180086086,4,0
1768,1768,Resort Hotel,1,123,2015,September,38,13,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,70.2,0,1,Canceled,2015-05-16,0.22017879180086086,6,1
1808,1808,Resort Hotel,0,0,2015,September,38,16,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,8.0,1,0,Check-Out,2015-09-17,0.47719612611459533,1,0
1812,1812,Resort Hotel,0,0,2015,September,38,16,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,58.5,0,1,Check-Out,2015-09-17,0.22017879180086086,1,0
1815,1815,Resort Hotel,0,42,2015,September,38,16,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,86.0,1,1,Check-Out,2015-09-19,0.22017879180086086,3,0
1819,1819,Resort Hotel,0,72,2015,September,38,16,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,83.0,0,0,Check-Out,2015-09-19,0.47719612611459533,3,0
1824,1824,Resort Hotel,0,1,2015,September,38,16,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,150.25,0,0,Check-Out,2015-09-20,0.47719612611459533,4,0
1833,1833,Resort Hotel,0,6,2015,September,38,17,0,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,142.0,0.0,0,Contract,71.2,1,0,Check-Out,2015-09-18,0.47719612611459533,1,0
1859,1859,Resort Hotel,0,71,2015,September,38,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,81.6,1,1,Check-Out,2015-09-21,0.22017879180086086,3,0
1865,1865,Resort Hotel,0,71,2015,September,38,18,2,3,2,0.0,1,HB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,196.0,0.0,0,Transient,99.5,0,2,Check-Out,2015-09-23,0.2209284392350401,5,0
1894,1894,Resort Hotel,0,83,2015,September,39,20,2,5,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,134.0,0.0,0,Transient,100.93,0,0,Check-Out,2015-09-27,0.47719612611459533,7,0
1959,1959,Resort Hotel,0,36,2015,September,39,24,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,89.0,0,3,Check-Out,2015-09-26,0.17861433720464556,2,0
1974,1974,Resort Hotel,0,0,2015,September,39,25,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,89.0,0,0,Check-Out,2015-09-26,0.47719612611459533,1,0
1975,1975,Resort Hotel,0,9,2015,September,39,25,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,108.5,1,1,Check-Out,2015-09-27,0.22017879180086086,2,0
1976,1976,Resort Hotel,0,8,2015,September,39,25,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,136.5,0,1,Check-Out,2015-09-27,0.22017879180086086,2,0
1979,1979,Resort Hotel,0,8,2015,September,39,25,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,142.5,1,1,Check-Out,2015-09-27,0.22017879180086086,2,0
1991,1991,Resort Hotel,0,1,2015,September,39,26,1,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,89.0,0,1,Check-Out,2015-09-28,0.22017879180086086,2,0
2042,2042,Resort Hotel,0,72,2015,September,40,28,3,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,76.5,1,2,Check-Out,2015-10-06,0.2209284392350401,8,0
2100,2100,Resort Hotel,0,24,2015,October,40,1,2,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,103.0,1,1,Check-Out,2015-10-08,0.22017879180086086,7,0
2155,2155,Resort Hotel,0,10,2015,October,40,3,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,116.0,1,1,Check-Out,2015-10-06,0.22017879180086086,3,0
2199,2199,Resort Hotel,0,7,2015,October,41,5,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,60.3,1,1,Check-Out,2015-10-06,0.22017879180086086,1,0
2255,2255,Resort Hotel,0,13,2015,October,41,8,0,1,1,0.0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,0,No Deposit,126.0,0.0,0,Transient,40.0,0,0,Check-Out,2015-10-09,0.47719612611459533,1,0
2261,2261,Resort Hotel,0,3,2015,October,41,8,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,73.67,0,0,Check-Out,2015-10-11,0.47719612611459533,3,0
2270,2270,Resort Hotel,0,3,2015,October,41,8,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,67.0,0,0,Check-Out,2015-10-11,0.47719612611459533,3,0
2297,2297,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2298,2298,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2299,2299,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2300,2300,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2301,2301,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2302,2302,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2303,2303,Resort Hotel,0,63,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0.0,0,Transient,43.12,0,2,Check-Out,2015-10-12,0.2209284392350401,3,0
2304,2304,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2305,2305,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2306,2306,Resort Hotel,0,8,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,104.67,1,1,Check-Out,2015-10-12,0.22017879180086086,3,0
2307,2307,Resort Hotel,0,4,2015,October,41,9,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,240.0,0.0,0,Transient,113.33,0,1,Check-Out,2015-10-12,0.22017879180086086,3,0
2310,2310,Resort Hotel,0,21,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,240.0,0.0,0,Transient,67.0,0,1,Check-Out,2015-10-12,0.22017879180086086,3,0
2311,2311,Resort Hotel,0,13,2015,October,41,9,1,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,314.0,0.0,0,Transient,72.8,0,1,Check-Out,2015-10-12,0.22017879180086086,3,0
2312,2312,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2313,2313,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2314,2314,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2315,2315,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2316,2316,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2317,2317,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2318,2318,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2319,2319,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2320,2320,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2321,2321,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2322,2322,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2323,2323,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2324,2324,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
2325,2325,Resort Hotel,0,63,2015,October,41,9,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,241.0,0.0,0,Transient,54.02,0,3,Check-Out,2015-10-12,0.17861433720464556,3,0
2326,2326,Resort Hotel,0,9,2015,October,41,9,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,250.0,0.0,0,Transient,63.33,0,1,Check-Out,2015-10-12,0.22017879180086086,3,0
2328,2328,Resort Hotel,1,78,2015,October,41,9,1,2,2,0.0,0,FB,ESP,Groups,TA/TO,0,0,0,0,Non Refund,134.0,0.0,0,Transient,92.0,0,0,Canceled,2015-08-14,0.47719612611459533,3,1
